"Typestatus","Count"
"holotype of <a href=""http://arctos.database.museum/name/nannocharax hastatus"">nannocharax hastatus</a>, page 45 in <a href=""http://arctos.database.museum/publication/10006912"">jerep and vari 2014</a>; voucher of hemigrammocharax hastatus, page 367 in <a href=""http://arctos.database.museum/publication/10006850"">jerep et al. 2014</a>",1
"holotype of <a href=""http://arctos.database.museum/name/notropis asperifrons"">notropis asperifrons</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/notropis atrapiculus"">notropis atrapiculus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/notropis baileyi"">notropis baileyi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/notropis bellus alegnotus"">notropis bellus alegnotus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/notropis hypsilepis"">notropis hypsilepis</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/notropis suttkusi"">notropis suttkusi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/notropis"">notropis sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops sp. bennetti</a> sp. bennetti in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops sp. magnostipes</a> sp. magnostipes in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops szaboi n. sp.</a> szaboi n. sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops vadamans n. sp.</a> vadamans n. sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/percina evides ozarcana"">percina evides ozarcana</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/percina evides striolacauda"">percina evides striolacauda</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/percina lenticula"">percina lenticula</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/percina nigrofasciata raneyi"">percina nigrofasciata raneyi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus frieli"">petrocephalus frieli</a>, page 2170 in <a href=""http://arctos.database.museum/publication/10006781"">lavoué 2012</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus mbossou"">petrocephalus mbossou</a>, page 38 in <a href=""http://arctos.database.museum/publication/10006838"">lavoué et al 2010</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus odzalaensis"">petrocephalus odzalaensis</a>, page 22 in <a href=""http://arctos.database.museum/publication/10006838"">lavoué et al 2010</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus pulsivertens"">petrocephalus pulsivertens</a>, page 32 in <a href=""http://arctos.database.museum/publication/10006838"">lavoué et al 2010</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus similis"">petrocephalus similis</a>, page 23 in <a href=""http://arctos.database.museum/publication/10006846"">lavoué 2011</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus valentini"">petrocephalus valentini</a>, page 13 in <a href=""http://arctos.database.museum/publication/10006838"">lavoué et al 2010</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus zakoni"">petrocephalus zakoni</a>, page 9 in <a href=""http://arctos.database.museum/publication/10006838"">lavoué et al 2010</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus"">petrocephalus boboto</a> boboto, page 47 in <a href=""http://arctos.database.museum/publication/10006822"">lavoué & sullivan 2014</a>",1
"holotype of <a href=""http://arctos.database.museum/name/petrocephalus"">petrocephalus ubangi 1 n. sp.</a> ubangi 1 n. sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/platyurosternarchus crypticus"">platyurosternarchus crypticus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/pteronotropis euryzonus"">pteronotropis euryzonus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/retroculus boulengerii"">retroculus boulengerii</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"holotype of <a href=""http://arctos.database.museum/name/stomatorhinus ivindoensis"">stomatorhinus ivindoensis</a>, page 3 in <a href=""http://arctos.database.museum/publication/10006844"">sullivan & hopkins 2005</a>",1
"holotype of <a href=""http://arctos.database.museum/name/synodontis acanthoperca"">synodontis acanthoperca</a>, page 47 in <a href=""http://arctos.database.museum/publication/10006789"">friel and vigliotta 2006</a>",1
"holotype of <a href=""http://arctos.database.museum/name/synodontis woleuensis"">synodontis woleuensis</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006797"">friel and sullivan 2008</a>",1
"holotype of cichlasoma tenue, page 94 in <a href=""http://arctos.database.museum/publication/10006905"">meek 1906</a>",1
"holotype of petrocephalus arnegardi, page 54 in <a href=""http://arctos.database.museum/publication/10006822"">lavoué & sullivan 2014</a>",1
"neotype of <a href=""http://arctos.database.museum/name/moxostoma anisurum"">moxostoma anisurum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"neotype of <a href=""http://arctos.database.museum/name/moxostoma duquesnii"">moxostoma duquesnii</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"neotype of <a href=""http://arctos.database.museum/name/moxostoma erythrurum"">moxostoma erythrurum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paralectotype of <a href=""http://arctos.database.museum/name/cyprinella caerulea"">cyprinella caerulea</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paralectotype of <a href=""http://arctos.database.museum/name/notropis chrosomus"">notropis chrosomus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paralectotype of <a href=""http://arctos.database.museum/name/percopsis transmontana"">percopsis transmontana</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/amphilius caudosignatus"">amphilius caudosignatus</a>, page 48 in <a href=""http://arctos.database.museum/publication/10006810"">skelton 2007</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/chiloglanis igamba"">chiloglanis igamba</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006805"">friel and vigliotta 2011</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/chiloglanis kazumbei"">chiloglanis kazumbei</a>, page 9 in <a href=""http://arctos.database.museum/publication/10006805"">friel and vigliotta 2011</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/chiloglanis orthodontus"">chiloglanis orthodontus</a>, page 13 in <a href=""http://arctos.database.museum/publication/10006805"">friel and vigliotta 2011</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/cottus carolinae"">cottus carolinae infernatis</a> infernatis, page 377 in <a href=""http://arctos.database.museum/publication/10006908"">williams & robins 1970</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/cottus kanawhae"">cottus kanawhae</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006910"">robins 2005</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/doumea gracila"">doumea gracila</a>, page 60 in <a href=""http://arctos.database.museum/publication/10006810"">skelton 2007</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/haplochromis vanheusdeni"">haplochromis vanheusdeni</a>, page 137 in <a href=""http://arctos.database.museum/publication/10006849"">schedel et al. 2014</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/hemigrammocharax rubensteini"">hemigrammocharax rubensteini</a>, page 31 in <a href=""http://arctos.database.museum/publication/10006798"">jerep and vari 2013</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/hylopanchax paucisquamatus"">hylopanchax paucisquamatus</a>, page 580 in <a href=""http://arctos.database.museum/publication/10007014"">sonnenberg et al. 2014</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/microsynodontis armatus"">microsynodontis armatus</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006896"">ng 2004</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/microsynodontis emarginatus"">microsynodontis emarginatus</a>, page 15 in <a href=""http://arctos.database.museum/publication/10006896"">ng 2004</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/microsynodontis hirsutus"">microsynodontis hirsutus</a>, page 21 in <a href=""http://arctos.database.museum/publication/10006896"">ng 2004</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/microsynodontis laevigatus"">microsynodontis laevigatus</a>, page 25 in <a href=""http://arctos.database.museum/publication/10006896"">ng 2004</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/microsynodontis nasutus"">microsynodontis nasutus</a>, page 32 in <a href=""http://arctos.database.museum/publication/10006896"">ng 2004</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/microsynodontis vigilis"">microsynodontis vigilis</a>, page 41 in <a href=""http://arctos.database.museum/publication/10006896"">ng 2004</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/nannocharax hastatus"">nannocharax hastatus</a>, page 45 in <a href=""http://arctos.database.museum/publication/10006912"">jerep and vari 2014</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/otopharynx pachycheilus"">otopharynx pachycheilus</a>, page 708 in <a href=""http://arctos.database.museum/publication/10006843"">arnegard & snoeks 2001</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/paraqianlabeo lineatus"">paraqianlabeo lineatus</a>, page 261 in <a href=""http://arctos.database.museum/publication/10007011"">zhao et al. 2014</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/petrocephalus frieli"">petrocephalus frieli</a>, page 2170 in <a href=""http://arctos.database.museum/publication/10006781"">lavoué 2012</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/petrocephalus pulsivertens"">petrocephalus pulsivertens</a>, page 32 in <a href=""http://arctos.database.museum/publication/10006838"">lavoué et al 2010</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/petrocephalus valentini"">petrocephalus valentini</a>, page 13 in <a href=""http://arctos.database.museum/publication/10006838"">lavoué et al 2010</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/synodontis acanthoperca"">synodontis acanthoperca</a>, page 47 in <a href=""http://arctos.database.museum/publication/10006789"">friel and vigliotta 2006</a>",1
"paratopotype of <a href=""http://arctos.database.museum/name/synodontis woleuensis"">synodontis woleuensis</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006797"">friel and sullivan 2008</a>",1
"paratype of <a href=""http://arctos.database.museum/name/alepisaurus brevirostris"">alepisaurus brevirostris</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006808"">gibbs 1960</a>",1
"paratype of <a href=""http://arctos.database.museum/name/alestopetersius conspectus"">alestopetersius conspectus</a>, page 64 in <a href=""http://arctos.database.museum/publication/10006809"">mbimbi mayi munene & stiassny</a>",1
"paratype of <a href=""http://arctos.database.museum/name/amphilius lujani"">amphilius lujani</a>, page 81 in <a href=""http://arctos.database.museum/publication/10007185"">thomson et al. zootaxa  3986 (1) </a>",1
"paratype of <a href=""http://arctos.database.museum/name/amphilius pedunculus"">amphilius pedunculus</a>, page 70 in <a href=""http://arctos.database.museum/publication/10007185"">thomson et al. zootaxa  3986 (1) </a>",1
"paratype of <a href=""http://arctos.database.museum/name/amphilius ruziziensis"">amphilius ruziziensis</a>, page 68 in <a href=""http://arctos.database.museum/publication/10007185"">thomson et al. zootaxa  3986 (1) </a>",1
"paratype of <a href=""http://arctos.database.museum/name/antigonia combatia"">antigonia combatia</a>, page 255 in <a href=""http://arctos.database.museum/publication/10006811"">berry & rathjen 1959</a>",1
"paratype of <a href=""http://arctos.database.museum/name/bathyaethiops atercrinis"">bathyaethiops atercrinis</a>, page 480 in <a href=""http://arctos.database.museum/publication/10006780"">mamonekene and stiassny 2012</a>",1
"paratype of <a href=""http://arctos.database.museum/name/bellator ribeiroi"">bellator ribeiroi</a>, page 259 in <a href=""http://arctos.database.museum/publication/10006812"">miller 1965</a>",1
"paratype of <a href=""http://arctos.database.museum/name/bembrops ocellatus"">bembrops ocellatus</a>, page 973 in <a href=""http://arctos.database.museum/publication/10006813"">thompson & suttkus 1998</a>",1
"paratype of <a href=""http://arctos.database.museum/name/bembrops raneyi"">bembrops raneyi</a>, page 979 in <a href=""http://arctos.database.museum/publication/10006813"">thompson & suttkus 1998</a>",1
"paratype of <a href=""http://arctos.database.museum/name/brachyhypopomus pinnicaudatus"">brachyhypopomus pinnicaudatus</a>, page 153 in <a href=""http://arctos.database.museum/publication/10006816"">hopkins 1991</a>",1
"paratype of <a href=""http://arctos.database.museum/name/brachyhypopomus"">brachyhypopomus bennetti</a> bennetti, page 15 in <a href=""http://arctos.database.museum/publication/10006775"">sullivan et al. 2013</a>",1
"paratype of <a href=""http://arctos.database.museum/name/calamus nodosus"">calamus nodosus</a>, page 36 in <a href=""http://arctos.database.museum/publication/10006836"">randall & caldwell 1966</a>",1
"paratype of <a href=""http://arctos.database.museum/name/campostoma pauciradii"">campostoma pauciradii</a>, page 108 in <a href=""http://arctos.database.museum/publication/10006837"">burr & cashner 1983</a>; paratype of <a href=""http://arctos.database.museum/name/campostoma pauciradii"">campostoma pauciradii</a>, page 108 in <a href=""http://arctos.database.museum/publication/10006837"">burr & cashner 1983</a>",1
"paratype of <a href=""http://arctos.database.museum/name/chiloglanis igamba"">chiloglanis igamba</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006805"">friel and vigliotta 2011</a>",1
"paratype of <a href=""http://arctos.database.museum/name/chirostoma attenuatum"">chirostoma attenuatum</a> in <a href=""http://arctos.database.museum/publication/10006903"">meek 1902</a>",1
"paratype of <a href=""http://arctos.database.museum/name/chrysichthys praecox"">chrysichthys praecox</a> in <a href=""http://arctos.database.museum/publication/10006904"">hardman & stiassny 2008</a>",1
"paratype of <a href=""http://arctos.database.museum/name/clepticus africanus"">clepticus africanus</a> in <a href=""http://arctos.database.museum/publication/10006906"">heiser et al. 2000</a>",1
"paratype of <a href=""http://arctos.database.museum/name/congoglanis inga"">congoglanis inga</a>, page 485 in <a href=""http://arctos.database.museum/publication/10006787"">ferraris et al. 2011</a>",1
"paratype of <a href=""http://arctos.database.museum/name/cottus pygmaeus"">cottus pygmaeus</a> in <a href=""http://arctos.database.museum/publication/10006911"">williams 1968</a>",1
"paratype of <a href=""http://arctos.database.museum/name/cyprinella pyrrhomelas"">cyprinella pyrrhomelas</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/doumea skeltoni"">doumea skeltoni</a>, page 577 in <a href=""http://arctos.database.museum/publication/10006776"">ferraris and vari 2013</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma bellator"">etheostoma bellator</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma blennioides"">etheostoma blennioides</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma brevirostrum"">etheostoma brevirostrum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma chermocki"">etheostoma chermocki</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma colorosum"">etheostoma colorosum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma ditrema"">etheostoma ditrema</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma etnieri"">etheostoma etnieri</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma flavum"">etheostoma flavum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma fusiforme"">etheostoma fusiforme</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma lachneri"">etheostoma lachneri</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma microlepidum"">etheostoma microlepidum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma moorei"">etheostoma moorei</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma pallididorsum"">etheostoma pallididorsum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma ramseyi"">etheostoma ramseyi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma rupestre"">etheostoma rupestre</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma tallapoosae"">etheostoma tallapoosae</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma thompsoni"">etheostoma thompsoni</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma wapiti"">etheostoma wapiti</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma"">etheostoma sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>; paratype of <a href=""http://arctos.database.museum/name/etheostoma pyrrhogaster"">etheostoma pyrrhogaster</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etheostoma"">etheostoma sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>; paratype of <a href=""http://arctos.database.museum/name/etheostoma zonistium"">etheostoma zonistium</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/etsaputu relictum"">etsaputu relictum</a>, page 498 in <a href=""http://arctos.database.museum/publication/10006915"">lujan et al. 2011</a>",1
"paratype of <a href=""http://arctos.database.museum/name/fundulus waccamensis"">fundulus waccamensis</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/girardinichthys multiradiatus"">girardinichthys multiradiatus</a>, page 119 in <a href=""http://arctos.database.museum/publication/10006918"">meek 1904</a>",1
"paratype of <a href=""http://arctos.database.museum/name/hemiancistrus guahiborum"">hemiancistrus guahiborum</a>, page 544 in <a href=""http://arctos.database.museum/publication/10006916"">werneke et al. 2005</a>",1
"paratype of <a href=""http://arctos.database.museum/name/hemiscyllium michaeli"">hemiscyllium michaeli</a> in <a href=""http://arctos.database.museum/publication/10006919"">allen & dudgeon 2010</a>",1
"paratype of <a href=""http://arctos.database.museum/name/hippopotamyrus"">hippopotamyrus sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>; paratype of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops magnostipes</a> magnostipes in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/hybognathus hankinsoni"">hybognathus hankinsoni</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/ictalurus serracanthus"">ictalurus serracanthus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/megalonema amaxanthum"">megalonema amaxanthum</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/menidia extensa"">menidia extensa</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/micralestes schelly"">micralestes schelly</a>, page 21 in <a href=""http://arctos.database.museum/publication/10006894"">stiassny & mamonekene 2007</a>",1
"paratype of <a href=""http://arctos.database.museum/name/micropterus cataractae"">micropterus cataractae</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/micropterus pseudaplites"">micropterus pseudaplites</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/moxostoma grammarion"">moxostoma grammarion</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/nannocharax"">nannocharax dageti</a> dageti, page 362 in <a href=""http://arctos.database.museum/publication/10006850"">jerep et al. 2014</a>",1
"paratype of <a href=""http://arctos.database.museum/name/nannocharax"">nannocharax dageti</a> dageti, page 363 in <a href=""http://arctos.database.museum/publication/10006850"">jerep et al. 2014</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis altipinnis chowanus"">notropis altipinnis chowanus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis altipinnis wrighti"">notropis altipinnis wrighti</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis ammophilus"">notropis ammophilus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis bellus alegnotus"">notropis bellus alegnotus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis cummingsae"">notropis cummingsae</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis edwardraneyi"">notropis edwardraneyi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis gibbsi"">notropis gibbsi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis lineapunctata"">notropis lineapunctata</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis mandibularis"">notropis mandibularis</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis mekistocholas"">notropis mekistocholas</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis rafinesquei"">notropis rafinesquei</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis suttkusi"">notropis suttkusi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/notropis"">notropis sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/noturus gladiator"">noturus gladiator</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/noturus munitus"">noturus munitus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
