"Typestatus","Count"
"paratype of <a href=""http://arctos.database.museum/name/noturus taylori"">noturus taylori</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/parananochromis axelrodi"">parananochromis axelrodi</a>, page 3 in <a href=""http://arctos.database.museum/publication/10006842"">lamboj & stiassny 2003</a>",1
"paratype of <a href=""http://arctos.database.museum/name/parananochromis brevirostris"">parananochromis brevirostris</a>, page 8 in <a href=""http://arctos.database.museum/publication/10006842"">lamboj & stiassny 2003</a>",1
"paratype of <a href=""http://arctos.database.museum/name/parananochromis ornatus"">parananochromis ornatus</a>, page 13 in <a href=""http://arctos.database.museum/publication/10006842"">lamboj & stiassny 2003</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina aurolineata"">percina aurolineata</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina aurora"">percina aurora</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina brevicauda"">percina brevicauda</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina crypta"">percina crypta</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina frenigera"">percina frenigera</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina jenkinsi"">percina jenkinsi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina kusha"">percina kusha</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina nigrofasciata"">percina nigrofasciata</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina sipsi"">percina sipsi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina suttkusi"">percina suttkusi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/percina tanasi"">percina tanasi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/peristedion greyae"">peristedion greyae</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/petrocephalus leo"">petrocephalus leo</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/petrocephalus"">petrocephalus arnegardi</a> arnegardi, page 54 in <a href=""http://arctos.database.museum/publication/10006822"">lavoué & sullivan 2014</a>",1
"paratype of <a href=""http://arctos.database.museum/name/petrocephalus"">petrocephalus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/phoxinus"">phoxinus sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>; paratype of <a href=""http://arctos.database.museum/name/phoxinus saylori"">phoxinus saylori</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/poecilichthys wrighti"">poecilichthys wrighti</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>; paratype of <a href=""http://arctos.database.museum/name/poecilichthys kanawhae"">poecilichthys kanawhae</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/pseudobunocephalus lundbergi"">pseudobunocephalus lundbergi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/rocio octofasciata"">rocio octofasciata</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/romanogobio banaticus"">romanogobio banaticus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/romanogobio uranoscopus"">romanogobio uranoscopus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/semotilus lumbee"">semotilus lumbee</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/sternarchella calhamazon"">sternarchella calhamazon</a>, page 160 in <a href=""http://arctos.database.museum/publication/10006778"">lundberg et al. 2013</a>",1
"paratype of <a href=""http://arctos.database.museum/name/stomatorhinus ivindoensis"">stomatorhinus ivindoensis</a>, page 3 in <a href=""http://arctos.database.museum/publication/10006844"">sullivan & hopkins 2005</a>",1
"paratype of <a href=""http://arctos.database.museum/name/symphysanodon berryi"">symphysanodon berryi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"paratype of <a href=""http://arctos.database.museum/name/synodontis acanthoperca"">synodontis acanthoperca</a>, page 47 in <a href=""http://arctos.database.museum/publication/10006789"">friel and vigliotta 2006</a>",1
"paratype of catostomus syncheilus palouseanus, page 71 in <a href=""http://arctos.database.museum/publication/10006902"">schultz & thompson 1936</a>",1
"paratype of petrocephalus arnegardi, page 54 in <a href=""http://arctos.database.museum/publication/10006822"">lavoué & sullivan 2014</a>",1
"syntype of <a href=""http://arctos.database.museum/name/abeona aurora"">abeona aurora</a>, page 229 in <a href=""http://arctos.database.museum/publication/10006807"">jordan & gilbert 1880</a>",1
"syntype of <a href=""http://arctos.database.museum/name/hassar wilderi"">hassar wilderi</a>, page 252 in <a href=""http://arctos.database.museum/publication/10006819"">kindle 1895</a>; paralectotype of <a href=""http://arctos.database.museum/name/hassar wilderi"">hassar wilderi</a>, page 148 in <a href=""http://arctos.database.museum/publication/10006818"">pérez and birindelli 2013</a>",1
"syntype of <a href=""http://arctos.database.museum/name/nototropis nazas"">nototropis nazas</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"syntype of <a href=""http://arctos.database.museum/name/notropis scopiferus"">notropis scopiferus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"syntype of <a href=""http://arctos.database.museum/name/phenacobius catostomus"">phenacobius catostomus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"syntype of <a href=""http://arctos.database.museum/name/salvelinus marstoni"">salvelinus marstoni</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"syntype of <a href=""http://arctos.database.museum/name/thalassophryne dowi"">thalassophryne dowi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>; syntype of <a href=""http://arctos.database.museum/name/thalassophryne dowi"">thalassophryne dowi</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"voucher of <a href=""http://arctos.database.museum/name/altolamprologus compressiceps"">altolamprologus compressiceps</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/altolamprologus compressiceps"">altolamprologus compressiceps</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/bathybates fasciatus"">bathybates fasciatus</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/bathybates fasciatus"">bathybates fasciatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/boulengeromyrus knoepffleri"">boulengeromyrus knoepffleri</a>, page 131 in <a href=""http://arctos.database.museum/publication/10007298"">sullivan et al. 2016</a>",1
"voucher of <a href=""http://arctos.database.museum/name/boulengeromyrus knoepffleri"">boulengeromyrus knoepffleri</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/brienomyrus brachyistius"">brienomyrus brachyistius</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/campostoma pauciradii"">campostoma pauciradii</a>, page 108 in <a href=""http://arctos.database.museum/publication/10006837"">burr & cashner 1983</a>",1
"voucher of <a href=""http://arctos.database.museum/name/campylomormyrus tamandua"">campylomormyrus tamandua</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chalinochromis brichardi"">chalinochromis brichardi</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/chalinochromis brichardi"">chalinochromis brichardi</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chanos chanos"">chanos chanos</a>, page 298 in <a href=""http://arctos.database.museum/publication/10007015"">near et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chiloglanis asymetricaudalis"">chiloglanis asymetricaudalis</a>, page 356 in <a href=""http://arctos.database.museum/publication/10006835"">day et al. 2013</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chiloglanis"">chiloglanis kalungwishi</a> kalungwishi, page 125 in <a href=""http://arctos.database.museum/publication/10006795"">vigliotta 2008</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chiloglanis"">chiloglanis</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006786"">conway et al. 2012</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chitala ornata"">chitala ornata</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chrysichthys acsiorum"">chrysichthys acsiorum</a>, page 123 in <a href=""http://arctos.database.museum/publication/10006821"">peart et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chrysichthys grandis"">chrysichthys grandis</a>, page 123 in <a href=""http://arctos.database.museum/publication/10006821"">peart et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/chrysichthys graueri"">chrysichthys graueri</a>, page 123 in <a href=""http://arctos.database.museum/publication/10006821"">peart et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/cromeria nilotica"">cromeria nilotica</a>, page 298 in <a href=""http://arctos.database.museum/publication/10007015"">near et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/cryptomyrus ona"">cryptomyrus ona</a>, page 137 in <a href=""http://arctos.database.museum/publication/10007298"">sullivan et al. 2016</a>",1
"voucher of <a href=""http://arctos.database.museum/name/cyathopharynx furcifer"">cyathopharynx furcifer</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/cyathopharynx furcifer"">cyathopharynx furcifer</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/cyphomyrus discorhynchus"">cyphomyrus discorhynchus</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/cyphotilapia frontosa"">cyphotilapia frontosa</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/cyphotilapia frontosa"">cyphotilapia frontosa</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/cyprichromis leptosoma"">cyprichromis leptosoma</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/cyprichromis leptosoma"">cyprichromis leptosoma</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/distichodus antonii"">distichodus antonii</a> in <a href=""http://arctos.database.museum/publication/10006806"">arroyave et al. 2013</a>",1
"voucher of <a href=""http://arctos.database.museum/name/distichodus petersii"">distichodus petersii</a> in <a href=""http://arctos.database.museum/publication/10006806"">arroyave et al. 2013</a>",1
"voucher of <a href=""http://arctos.database.museum/name/etheostoma sellare"">etheostoma sellare</a>, page 544 in <a href=""http://arctos.database.museum/publication/10007068"">stephens et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/euchilichthys royauxi"">euchilichthys royauxi</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006786"">conway et al. 2012</a>",1
"voucher of <a href=""http://arctos.database.museum/name/gnathochromis pfefferi"">gnathochromis pfefferi</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/gnathochromis pfefferi"">gnathochromis pfefferi</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/gymnarchus niloticus"">gymnarchus niloticus</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/haplotaxodon microlepis"">haplotaxodon microlepis</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/haplotaxodon microlepis"">haplotaxodon microlepis</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/isichthys henryi"">isichthys henryi</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/ivindomyrus opdenboschi"">ivindomyrus opdenboschi</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/julidochromis marlieri"">julidochromis marlieri</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/julidochromis marlieri"">julidochromis marlieri</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/kneria paucisquamata"">kneria paucisquamata</a>, page 3 in <a href=""http://arctos.database.museum/publication/10006786"">conway et al. 2012</a>",1
"voucher of <a href=""http://arctos.database.museum/name/kneria ruaha"">kneria ruaha</a>, page 298 in <a href=""http://arctos.database.museum/publication/10007015"">near et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/lampris guttatus"">lampris guttatus</a> in <a href=""http://arctos.database.museum/publication/10006864"">hyde et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/lamprologus callipterus"">lamprologus callipterus</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/lamprologus callipterus"">lamprologus callipterus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/lamprologus lemairii"">lamprologus lemairii</a> in <a href=""http://arctos.database.museum/publication/10006848"">wagner et al. 2012</a>",1
"voucher of <a href=""http://arctos.database.museum/name/lepidiolamprologus elongatus"">lepidiolamprologus elongatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/lepidiolamprologus elongatus"">lepidiolamprologus elongatus</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/limnotilapia dardenii"">limnotilapia dardenii</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/limnotilapia dardenii"">limnotilapia dardenii</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/lobochilotes labiatus"">lobochilotes labiatus</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/lobochilotes labiatus"">lobochilotes labiatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/marcusenius moorii"">marcusenius moorii</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/marcusenius ntemensis"">marcusenius ntemensis</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/mormyrops nigricans"">mormyrops nigricans</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/mormyrops zanclirostris"">mormyrops zanclirostris</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/nannocharax elongatus"">nannocharax elongatus</a>, page 367 in <a href=""http://arctos.database.museum/publication/10006850"">jerep et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/nannocharax hollyi"">nannocharax hollyi</a> in <a href=""http://arctos.database.museum/publication/10006806"">arroyave et al. 2013</a>",1
"voucher of <a href=""http://arctos.database.museum/name/nannocharax occidentalis"">nannocharax occidentalis</a>, page 368 in <a href=""http://arctos.database.museum/publication/10006850"">jerep et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/neolamprologus furcifer"">neolamprologus furcifer</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/neolamprologus furcifer"">neolamprologus furcifer</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/neolamprologus mondabu"">neolamprologus mondabu</a> in <a href=""http://arctos.database.museum/publication/10006848"">wagner et al. 2012</a>",1
"voucher of <a href=""http://arctos.database.museum/name/neolamprologus savoryi"">neolamprologus savoryi</a> in <a href=""http://arctos.database.museum/publication/10006848"">wagner et al. 2012</a>",1
"voucher of <a href=""http://arctos.database.museum/name/neolamprologus toae"">neolamprologus toae</a> in <a href=""http://arctos.database.museum/publication/10006848"">wagner et al. 2012</a>",1
"voucher of <a href=""http://arctos.database.museum/name/neolebias ansorgii"">neolebias ansorgii</a> in <a href=""http://arctos.database.museum/publication/10006806"">arroyave et al. 2013</a>",1
"voucher of <a href=""http://arctos.database.museum/name/notropis hypselopterus"">notropis hypselopterus</a> in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"voucher of <a href=""http://arctos.database.museum/name/ophthalmotilapia ventralis"">ophthalmotilapia ventralis</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/ophthalmotilapia ventralis"">ophthalmotilapia ventralis</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/orthochromis luongoensis"">orthochromis luongoensis</a>, page 147 in <a href=""http://arctos.database.museum/publication/10006849"">schedel et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/pantodon buchholzi"">pantodon buchholzi</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/parachanna obscura"">parachanna obscura</a> in <a href=""http://arctos.database.museum/publication/10006899"">serrao et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/parakneria spekii"">parakneria spekii</a>, page 298 in <a href=""http://arctos.database.museum/publication/10007015"">near et al. 2014</a>",1
"voucher of <a href=""http://arctos.database.museum/name/paramormyrops gabonensis"">paramormyrops gabonensis</a>, page 828 in <a href=""http://arctos.database.museum/publication/10006790"">sullivan et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/paramormyrops gabonensis"">paramormyrops gabonensis</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/paramormyrops hopkinsi"">paramormyrops hopkinsi</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/paramormyrops longicaudatus"">paramormyrops longicaudatus</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops vadamans n. sp.</a> vadamans n. sp. in <a href=""http://arctos.database.museum/publication/10006803"">cumv fish type citations</a>",1
"voucher of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops vadamans n. sp.</a> vadamans n. sp., page 666 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/paramormyrops"">paramormyrops vadamans n. sp.</a> vadamans n. sp., page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/petrocephalus simus"">petrocephalus simus</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/petrocephalus sullivani"">petrocephalus sullivani</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/pseudosimochromis curvifrons"">pseudosimochromis curvifrons</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/pseudosimochromis curvifrons"">pseudosimochromis curvifrons</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/simochromis diagramma"">simochromis diagramma</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/simochromis diagramma"">simochromis diagramma</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/spathodus"">spathodus</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/spathodus"">spathodus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/stomatorhinus ivindoensis"">stomatorhinus ivindoensis</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/stomatorhinus walkeri"">stomatorhinus walkeri</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">sullivan et al. 2000</a>",1
"voucher of <a href=""http://arctos.database.museum/name/synodontis woleuensis"">synodontis woleuensis</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006797"">friel and sullivan 2008</a>",1
"voucher of <a href=""http://arctos.database.museum/name/telmatochromis temporalis"">telmatochromis temporalis</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/telmatochromis temporalis"">telmatochromis temporalis</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/tropheus brichardi"">tropheus brichardi</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/tropheus brichardi"">tropheus brichardi</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of <a href=""http://arctos.database.museum/name/tylochromis lateralis"">tylochromis lateralis</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/tylochromis lateralis"">tylochromis lateralis</a> in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>",1
"voucher of <a href=""http://arctos.database.museum/name/xenocharax crassus"">xenocharax crassus</a> in <a href=""http://arctos.database.museum/publication/10006806"">arroyave et al. 2013</a>",1
"voucher of <a href=""http://arctos.database.museum/name/xenotilapia"">xenotilapia sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006793"">cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/xenotilapia"">xenotilapia sp.</a> sp., page 2 in <a href=""http://arctos.database.museum/publication/10006794"">parsons et al. 2011</a>",1
"voucher of lepidolamprologus cunningtoni in <a href=""http://arctos.database.museum/publication/10006848"">wagner et al. 2012</a>",1
